permit_id,builder,zone,building_type,approval_date,cost
a197c325-8d59-4ae2-8f32-1c42cb97979e,Gaba-Sarin,North,Residential,2020-05-11,47358.55
6413cee3-16b8-44b1-9154-25fa76fbeb0c,Devi-Khare,Central,Commercial,2020-03-13,60697.27
d68f9804-fdb0-44e2-b09c-8a2e3c2c4fc6,"Ben, Anne and Zacharia",North,Industrial,2024-04-11,55022.07
2c1b6265-0c70-4cce-944c-e16fdc3a8097,"Devan, Sule and Misra",West,Residential,2020-01-17,55682.78
e3912fa9-48f3-4acf-b8c0-1632cceabe2d,"Nayak, Misra and Panchal",West,Residential,2021-12-27,29104.46
5aaa9ba7-c892-4969-b0a3-81ef72d12bd1,Kulkarni and Sons,North,Residential,2019-07-12,46717.97
5d998011-2f61-4f14-925f-3815418a8b5f,"Raval, Dash and Tata",South,Residential,2023-07-04,36815.67
64e48a15-3c84-412f-856e-adced6116dbc,"Boase, Bal and Bail",East,Commercial,2023-09-26,55096.38
4b17b4ce-5ff8-4847-92c4-86952d7e77a2,Kant-Seth,North,Residential,2022-04-15,44509.6
49070244-13bd-4b57-83d5-4d8cc4262e07,Minhas Ltd,South,Residential,2023-11-12,48261.17
bb022f98-8c57-4f12-8bad-1ae6c948149a,Karan and Sons,Central,Industrial,2021-08-02,41949.89
09aacd04-d36e-41ad-9bc3-94e1ddacd2c1,Grewal PLC,East,Residential,2020-02-28,63081.5
02551ac7-0bbd-4004-bd18-21c7005714cd,Vyas-Murthy,East,Residential,2019-02-21,71533.19
5ba0318a-98b5-487f-bee4-6b58777cb4e6,Sarna PLC,West,Commercial,2022-02-24,45659.33
b67cca46-8703-45d7-b6c3-654b55ade626,Dutta-Brar,South,Residential,2019-04-16,52799.28
f3e29011-a66e-43ff-ae7c-a005b9ccebf5,Bhagat-Dalal,South,Commercial,2024-02-04,44229.78
44e060c7-a7fe-4b87-aacb-c8488f6b51d6,Korpal-Ganesan,North,Commercial,2024-06-29,49002.67
a5710b38-7363-4e6d-9b53-72778d15dad3,"Deshmukh, Dhingra and Rai",South,Residential,2022-11-08,71269.1
3f0c7816-08d0-4e8f-a94d-4012b7cb0ef5,Kala-Garde,Central,Commercial,2023-12-02,42456.03
3c3bf9e6-5c4d-4981-bcb7-99aeb56b08ef,"Vaidya, Dalal and Sami",North,Residential,2019-01-06,47389.99
c6ac11e7-c516-4bed-b355-a330176abb0a,"Ben, Kakar and Seshadri",South,Residential,2022-01-24,52544.95
043510de-b228-44ad-aef7-8407cce1dd3f,Batra-Deshpande,Central,Residential,2022-04-13,48308.68
e6a48f22-0e77-4668-b0be-4eff316e2f67,Dar-Mutti,West,Commercial,2021-10-05,66206.28
59b4bad4-ecfa-4d09-bb5a-70be7925f354,Shankar LLC,West,Residential,2024-11-10,44440.03
5cbc23a5-a691-4e40-a2e3-5a14af0694f4,Goyal Inc,Central,Residential,2019-08-03,33957.69
32a13e43-4416-4de0-be44-cc1fa4a79e45,Borra Inc,East,Residential,2023-01-31,55718.74
f6d2be9c-ddb4-440d-8000-04b5aeb2ddf1,Viswanathan-Aggarwal,Central,Commercial,2021-08-06,56165.4
e261f594-7eed-4c60-90ee-4a584907630b,Hans and Sons,West,Commercial,2019-09-12,23895.08
0c83340b-18a8-4686-b25c-a2f70020edd6,"Dhaliwal, Batra and Raval",North,Residential,2024-10-15,50556.73
d36360c6-c359-4f8a-a671-d94af01b7868,Karnik Ltd,South,Residential,2023-07-24,39313.93
79e6c5c4-cb2c-4fac-9cb8-a231997ae162,Saraf PLC,South,Residential,2021-07-09,62986.6
1e96c37b-41d8-4f2a-ad14-87ddd401adb1,Baria-Shroff,North,Commercial,2024-06-14,36361.64
2d1946b2-54ff-4253-9002-25fd0f0bafdb,Shankar-Hans,North,Residential,2019-02-25,42815.67
2857c2a8-af3e-4412-8c38-39f9e9d4d012,"Brahmbhatt, Grewal and Vyas",South,Residential,2021-12-12,32100.77
f39a654c-5929-4151-8a2b-cc013f7f130c,"Bhagat, Garde and Ray",East,Residential,2019-10-03,40819.07
ef514904-f571-4898-88fe-141767758687,Sarraf Group,North,Residential,2024-09-16,57835.04
1f607b4f-fc4f-4454-bb96-201bbc243db3,Contractor-Jayaraman,North,Residential,2019-08-03,57428.33
f796f656-3967-4bc5-8c5c-9c62ac301c7e,"Chand, Behl and Dara",West,Industrial,2022-12-26,52164.03
6336a701-0245-4506-b779-08c207f84e42,Mangat-Ranganathan,North,Residential,2021-03-21,30897.86
ceae6230-525a-4665-bc05-4eeda3b4647b,Mane Group,South,Residential,2020-04-05,48353.27
acf36697-5a9c-4c7b-a062-894d5822afa8,Kaur-Parmer,Central,Industrial,2022-12-25,49097.93
97e5beee-65a3-4239-88c0-d99a141a40eb,Merchant-Yohannan,South,Residential,2022-11-13,48971.74
fedb4548-9f93-47db-beca-493dc93d804f,Varma Group,Central,Residential,2024-12-05,42393.45
c5176362-3991-4dae-94d9-1d2d76a1f55e,"Soman, Thakkar and Memon",South,Residential,2019-04-06,53313.32
6d062d62-1fb6-4aa3-9485-7bbab6cf6937,Mahal Group,West,Commercial,2022-08-31,47105.44
384dcebe-1c69-4ce1-8284-84954b6aca00,Dutta-Shroff,Central,Residential,2024-12-29,32726.94
e9e4d33f-5ac4-48e3-ba25-20d7eaab2540,"Nazareth, Cherian and Chaudhary",Central,Residential,2020-04-02,24302.94
61de16d3-8a33-464c-a43b-b423852efbcd,Dhawan-Barman,West,Commercial,2019-09-16,45201.97
d7003f92-c4cb-4269-b105-1a56d8c8185c,Malhotra LLC,South,Commercial,2024-01-04,51795.8
4c5235e6-3d6c-49ae-96ef-ecf3ce03d7ac,Loke-Patil,East,Commercial,2024-08-05,35259.96
1697e723-0dc1-4eb3-ace5-e4e7eda48593,Natt-Bawa,North,Commercial,2023-10-19,37609.75
6d1bc7bd-dd5c-4dd3-8c1e-671017fd89d1,Cherian and Sons,Central,Residential,2021-12-19,57020.84
07b26049-a2f5-442b-bcd1-f484f0bc637b,Pant LLC,Central,Residential,2023-07-27,53627.45
e50d5156-6c56-4b7e-8faa-8ed807a09206,Chokshi Group,East,Residential,2020-01-12,64404.24
0b3989c7-e687-43b1-9f86-a6b084021212,Pandey-Andra,West,Residential,2020-08-31,56965.13
589f0118-e024-4f9a-92b9-4de0602824f8,Mutti PLC,North,Commercial,2020-08-02,55967.05
f78977fe-2c76-4af5-9697-26be53a76069,Dyal Inc,East,Residential,2021-08-03,53084.66
9be6c579-5e92-40d9-b133-54655dbf258b,Rajagopal-Choudhary,South,Residential,2023-03-06,76190.86
3bc41ac0-e2bb-4b69-9f35-1641129ab18e,Atwal-Chakraborty,North,Residential,2024-09-15,50003.38
3aebb3cd-5d87-491f-b6fd-ccf2f92ee231,Sem Group,South,Industrial,2022-04-18,47370.36
7f89a319-f1ec-4efb-8dc1-e0ab95bdabee,"Atwal, Chana and Rastogi",South,Commercial,2022-07-09,43308.6
5eab109f-80f9-4bfb-bd19-f2400e9ad661,"Bhatti, Anne and Hegde",South,Commercial,2024-06-09,48320.81
7052069f-4409-4961-8b5b-e8a6e07ea4d8,"Narayan, Bhavsar and Dhar",East,Commercial,2021-04-16,62794.88
7f73b7ec-5042-4282-a2da-31bb841f0423,"Lad, Kala and Mitter",West,Residential,2019-09-17,51866.03
6d8775c4-6c21-4a5e-b6fb-8f9cee133d1f,Vala-Ramesh,South,Commercial,2022-02-16,25893.11
add12194-1c97-4d31-9941-bdbc79c9c7f9,"Barman, Kapoor and Oommen",South,Residential,2020-11-05,53538.74
d502e735-8148-4e13-8f51-e0c53f9e3f8a,"Mohan, Raju and Goswami",Central,Commercial,2022-08-28,49691.52
2934c489-fcb1-4b1f-ae48-5c9ca33ab8f2,"Setty, Narayanan and Radhakrishnan",Central,Residential,2022-03-02,59130.47
fd90abaa-3ff6-4753-bdb1-190d4e03b3e1,Badami-Sheth,Central,Commercial,2022-12-21,54797.15
674e8311-6cc5-4f03-a921-526186733611,"Dayal, Grover and Wason",North,Residential,2019-06-18,48196.11
ceddd6b3-408e-441b-a98f-0b30d33fae47,"Khatri, Ahluwalia and Biswas",North,Residential,2020-08-04,55854.36
1dd2b2e6-ef44-4823-8a4b-ea596b0a6d8a,Kalla-Subramaniam,East,Residential,2023-04-25,40399.62
66a86339-ba87-4e89-a25c-a0fb1c1395d6,Wadhwa-Kakar,West,Commercial,2019-10-04,56981.99
d3c5e94d-c2a5-49cf-bf31-58278eea4c32,"Datta, Kapoor and Kashyap",South,Residential,2024-09-26,41782.21
427220fe-9fe7-40ce-b8bc-1391aa2b500f,"Mutti, Nadig and Sarna",Central,Commercial,2022-12-15,51701.15
44ba04fe-9874-4b82-b528-cb37202d0d9b,Chada-Chhabra,South,Commercial,2022-05-23,30822.89
8cc4303d-ebc7-478d-a916-42f6b853746d,Shere-Khanna,South,Residential,2023-05-03,34492.76
e8a2de77-4267-40c4-9a1b-bf7840dd44b0,"Venkataraman, Dhillon and Bhatia",South,Residential,2022-05-05,51019.25
cba65bad-1923-48ca-a349-935ca63d7220,"Jhaveri, Barad and Thakur",West,Residential,2019-01-01,51071.21
6a958e59-f9d7-4eec-b82e-ae994547b7bc,"Swamy, Samra and Lall",Central,Industrial,2021-07-08,51946.58
7b8b3014-26f3-41e2-a723-98f3ae37731a,Pall Group,West,Residential,2019-06-29,47469.67
34916ca4-cb11-44fc-9629-71251c73dab3,Soni-Naidu,Central,Residential,2022-04-18,52590.96
c6ec79d2-25a8-4848-8516-767beeb37984,Banerjee LLC,North,Residential,2021-11-05,59420.33
a13a41c3-b2bc-4fe7-9d13-9fca53b181f3,Wable-Gokhale,East,Commercial,2024-01-28,59979.78
e1a38f02-efbb-433f-a83e-1a4dc675de0e,Saxena and Sons,East,Residential,2024-12-06,44176.09
f26fc21b-483c-47f8-b97d-dda7dda8b8f9,"Loyal, Sharaf and Iyengar",Central,Residential,2020-09-09,50692.31
e9ca0ecb-d975-4a4e-9f41-1089e1af68a1,Choudhury and Sons,North,Commercial,2021-02-10,39678.04
09c7a843-9bb4-4680-863d-98ca3880f6c9,Chanda LLC,West,Commercial,2020-10-14,46354.28
267aa8b9-9af8-4cb9-86ae-b3604609a82b,Peri-Jayaraman,East,Residential,2022-06-09,55676.05
37987e5b-7fe8-4e10-9b38-9a1f6363e910,"Doshi, Dubey and Chaudry",South,Residential,2019-12-16,41251.07
2fb5d177-e952-4bdb-a417-a027c6355972,"Solanki, Sarma and Tandon",Central,Residential,2024-06-23,41132.7
3a9d79dc-a404-4472-947e-d70051b2b921,"Sibal, Bose and Dara",North,Commercial,2019-12-04,52786.32
9323d829-b3b0-4ad4-993b-116d17d948f1,Ahuja-Venkatesh,South,Residential,2024-09-06,29227.94
8a18a123-bea1-418d-ba26-2bb896d60463,Dua-Karan,South,Residential,2019-02-11,53670.67
a401e7b7-f55d-4000-aec2-00913edbeecc,"Gola, Batta and Ramesh",North,Industrial,2022-05-19,42257.39
e21f05b7-1b35-4173-8b57-c74c39d46670,"Muni, Varkey and Rama",East,Commercial,2023-07-01,55651.13
6576804d-b2b5-4072-bad7-ff8d30e5c15a,Shukla-Gour,South,Residential,2023-11-04,55054.05
e0562609-9190-4879-95f0-15a394aff9f1,Zacharia-Mukhopadhyay,South,Industrial,2023-10-21,46123.2
8026413e-ed1c-460b-8cfb-dd433280ea75,Chakrabarti PLC,West,Residential,2020-09-25,48606.66
91bca464-20bb-45dc-b923-5820fcf9d966,"Lanka, Mann and Nagarajan",South,Commercial,2020-05-09,54531.65
e99f2825-58ad-4b67-8665-2378d11d8c83,Sanghvi Inc,Central,Industrial,2021-11-15,53436.64
25783c53-35a2-47bd-98d3-29a25db44892,"Joshi, Borde and Dixit",Central,Residential,2023-10-11,55001.17
3b767c53-57ba-47e7-9ff6-b22f01f48d61,Ray-Lal,East,Residential,2020-06-20,50402.89
eb3c5f22-d949-4734-b0d8-d8dc32742a8c,"Prasad, Kakar and Mane",Central,Industrial,2022-06-23,54114.55
afab0914-4707-417e-9e91-f5be8abb7340,"Joshi, Johal and Kapadia",West,Residential,2019-08-24,47853.92
f2f2b1bb-4e43-4f7c-ad32-3363a1ab7840,Master Ltd,North,Residential,2024-09-22,44485.13
a99b4549-d997-487c-838d-0267f206b313,Vaidya and Sons,South,Residential,2020-07-25,42928.41
1e7bc6df-6876-4ca2-b880-b36cb990a4fb,Buch Inc,North,Commercial,2024-12-07,45854.64
5bd5b6a8-ddea-4d73-8566-327b9a7ce612,Chander LLC,East,Residential,2019-12-28,36577.74
47db425a-a39e-406a-909b-734ebce60a79,Mahal Ltd,East,Residential,2022-06-15,43197.35
bb0be565-1736-4566-8b78-20b5397b831e,"Bhatia, Palan and Sant",East,Residential,2020-11-04,43164.37
e00e17b0-e981-445c-ad1d-d18a9e392ec8,"Iyer, Zacharia and Nagar",Central,Residential,2019-08-13,39048.07
3a128328-352a-401d-b55d-fca7901a1918,Purohit-Warrior,Central,Residential,2019-05-12,36421.37
732e941f-3779-4447-b9f4-6c32aa1c2a18,Banik PLC,North,Residential,2021-02-28,42229.56
0e1f9ccd-f168-4231-ac58-720479d096c9,Kota-Badami,Central,Commercial,2022-01-05,58631.75
9ba7bb2c-ade3-4b60-a066-1251218af308,Keer Ltd,Central,Residential,2024-02-21,60501.54
2ef39c55-689d-4360-af55-82629ae80f92,"Datta, Dugar and Gopal",South,Industrial,2024-05-19,55173.85
82dda106-72b0-426c-ba89-fdddd7f9800c,"Kumer, Swaminathan and Rattan",West,Commercial,2019-06-29,45468.92
413a944c-abd8-4b7a-90f0-945fc700a46a,Badal-Grewal,West,Residential,2020-01-06,47054.71
52fe780a-9691-4f33-a8c7-9cceb307fd54,Gara-Gola,South,Residential,2020-12-17,50899.9
42a47a03-0975-44a6-bbb0-87660e68ec2b,Muni-Kala,North,Residential,2021-07-30,42771.48
2be76a83-f515-422d-9b21-31a3e99cb127,"Sami, Guha and Ahluwalia",Central,Residential,2022-11-07,40269.07
62642fb7-db38-4b07-8caf-dec6eafc4c2a,Chada-Dayal,West,Commercial,2024-02-04,34075.5
826d34fa-6e19-4e46-b572-2ab0ec9d6cf7,"Wali, Jha and Chaudhari",North,Commercial,2021-04-29,53076.11
9859da4a-0f07-4050-8537-74ef671129a5,"Sahota, Saran and Mani",Central,Commercial,2023-08-31,59659.23
e968308d-1fe5-46eb-bb46-2179f4d4cc31,Bajaj Ltd,North,Residential,2020-12-04,47332.64
099630a6-c145-4470-a790-6653f18ccb87,"Raval, Sinha and Rajan",South,Residential,2024-09-30,43137.72
df4c700a-87fa-49ce-a445-b00f43b0e9a0,"Sankaran, Prabhakar and Ramachandran",West,Residential,2020-09-04,49254.09
9a2524f8-432b-48b2-871a-4b11281d0285,Venkatesh Inc,North,Residential,2019-05-03,61886.97
b155c168-d13a-4efa-aa01-62b95ae9ee4c,"Borah, Bains and Dubey",North,Industrial,2019-10-16,48868.8
3c05f4a9-f0c5-401a-9b23-305abb44119d,"Gour, Wali and Iyengar",West,Residential,2024-03-31,38657.7
45821519-b639-478b-9116-61e54f712c95,Chand-Doctor,West,Residential,2021-06-13,51457.82
f32fbb3b-a909-45fa-9049-5132079b6b2f,Varma-Rau,West,Residential,2021-04-04,49267.77
d363f551-d955-413c-9d6e-796a7e6dabd6,Dayal-Chaudhry,South,Commercial,2022-06-01,42282.04
0343ad03-333e-4ef0-8b6f-b4325a89bce0,Bhatnagar-Dass,Central,Residential,2023-06-12,28044.98
8a9930d3-3c1b-4e71-a175-bbe132005c9f,Das-Butala,East,Commercial,2022-09-02,45656.44
82d2c9f7-ef09-4aee-a0a4-2f062723cccb,Palla Group,East,Residential,2023-06-21,58046.3
203cf2f5-750f-4a8b-9f8f-a0555bf61c85,Bawa Ltd,Central,Commercial,2024-12-08,51416.21
6d7807fa-1037-4446-9aaf-58d66284db89,Ramaswamy LLC,North,Residential,2022-11-19,55498.62
f7245d4d-5e55-4659-8157-37fb42a8237a,Kalla LLC,South,Residential,2022-06-23,50108.18
0edb027a-930a-40c9-b460-47d795294a60,Joshi-Deol,Central,Residential,2020-09-21,46045.71
1dcfb53c-c337-448c-98b4-82caabea2983,"Venkataraman, Ganesan and Grewal",Central,Residential,2021-03-17,53540.29
786ca993-02f7-4de5-82e4-d3d094cfe93a,"Nayak, Raja and Sinha",North,Residential,2023-03-07,29914.61
6e1f37f8-6c19-4fff-9663-17e1ff91844a,Ravel-Bawa,Central,Residential,2024-01-09,62870.6
df7f6e01-ac27-4ea7-b7b2-85fb0ecba1f1,Dyal-Karpe,South,Commercial,2021-06-15,53151.28
552778b7-4f3d-4b85-aebd-02f01d23836f,Khatri-Ravel,Central,Residential,2022-12-29,35871.07
9d5d3288-baa2-4d22-833e-08969763c635,Mandal Inc,North,Residential,2023-04-21,44664.2
12f8f70c-de18-4e44-8283-011aa2bdd3b7,"Saha, Sami and Cherian",East,Residential,2024-07-30,56314.53
4a5f9b47-7935-49cc-bf35-a9a7c2cb883d,Ratti Ltd,North,Residential,2019-07-20,70621.94
2f9585bb-dc38-4757-b383-50243c43d2ac,Borra Inc,Central,Residential,2020-01-14,58028.2
5289b2f4-7600-4e2f-a7b0-a1da8491c03a,Krishnamurthy Ltd,Central,Residential,2020-07-21,61245.63
2c70c886-4304-4538-99d2-c0e71c154cf5,"Oza, More and Walla",South,Residential,2019-11-21,37788.04
836cfd3c-6a91-42a4-bad9-29b77dbb5b65,"Sane, Dugar and Dave",South,Residential,2023-09-12,49932.6
b51a57c4-3198-4d45-9bfb-b480eca58beb,Saini-Malhotra,East,Commercial,2024-08-05,36427.79
980c19fd-88fb-42e7-8f8a-f67828cb8d0c,Krishnan-Khatri,South,Commercial,2023-06-30,38943.02
793c2fab-491f-4dbd-aae1-8d3851ac05c1,"Loke, Shroff and Prabhu",Central,Commercial,2020-11-20,27331.42
884c79e2-2559-4a69-8cc8-f2a36a66ccf8,"Acharya, Mani and Khare",East,Commercial,2020-01-01,40255.71
69717952-b88a-440a-8f9c-9e07c655d220,"Garde, Malhotra and Sur",North,Residential,2021-07-02,48765.92
803b2ac2-6d22-4394-aa9a-fe9879a9bd78,Chacko-More,West,Residential,2019-05-29,58726.47
0c5f4367-b44d-4da8-bdd6-27214fca36de,"Loyal, Parsa and Kohli",Central,Residential,2019-03-30,54026.14
f0c69b80-2455-4aa3-9a9c-903aa7b9b1d7,"Soman, Natt and Parmar",Central,Industrial,2022-09-15,45479.57
7aec8426-e221-4fb7-bc76-40e1829cca52,"Koshy, Borde and Sridhar",East,Residential,2021-04-19,41523.41
f5f67c9d-55f7-45b1-8b45-8bae07c1549f,Bhatti Inc,East,Residential,2022-09-03,47299.75
026ae364-ff61-44e1-8e11-28c7d5477d99,"Pandey, Ahuja and Prabhu",North,Residential,2022-10-29,49868.09
49a0d282-2337-49fc-958e-bd1228e9b91e,Mallick Inc,Central,Commercial,2021-10-02,34990.16
90af9ebe-9d6c-49bb-807e-78086da0d776,Pau LLC,Central,Commercial,2020-03-13,54264.33
aa81e563-31f9-471c-8648-724c116c20b2,Chada-Raghavan,North,Residential,2024-03-13,29253.9
8edc919a-bb20-4575-b9aa-34a568ec1742,Mangat Group,Central,Commercial,2019-04-12,51541.62
a809fbff-8734-47f8-b577-9656210fbf50,Muni-Gole,Central,Residential,2022-10-08,66791.12
d66206d0-990b-4a5e-b086-ed09f1dfbcf7,"Rana, Prabhu and Issac",East,Residential,2019-08-26,51799.56
1cca807b-e211-4c0e-9995-eee772495479,Vohra and Sons,North,Commercial,2020-11-04,62513.91
cf13b957-8498-42bc-9668-c84948ac8f1c,Brar LLC,West,Residential,2021-03-30,56791.1
14151f97-4e29-4dc8-9c0e-16ea45b4bb68,Bhatia Ltd,South,Commercial,2023-12-13,51019.92
d3091d1f-546f-45c0-8133-3d8a25c8acef,Dugar Inc,South,Residential,2022-05-19,52159.19
e60a8be9-d42d-4b1d-80f5-7dafda784df6,Chanda-Mani,East,Residential,2019-10-08,50251.11
c1a75a7d-5722-4489-b24c-a625ddf8160c,Solanki Group,South,Residential,2024-08-30,36188.27
ac4c463d-ed90-4fdb-a3df-fe474b674ca0,Jain-Palla,South,Commercial,2022-03-24,62706.81
b7dc9da6-5c9f-49ed-a97e-e1c6b3a03e41,Dutt and Sons,East,Commercial,2022-08-02,31440.83
0b9c7f78-1dd2-4611-90f6-9be56347d2b5,Balasubramanian-Dara,West,Commercial,2023-04-18,56655.01
7709956d-9576-4783-8916-5b8c696e84d9,Mital Inc,East,Residential,2019-01-03,53741.34
9d1b77fc-7339-4ab4-9c67-aaf15e488021,Nadig and Sons,North,Commercial,2023-08-20,46810.64
f59bedf5-fd4b-495e-9213-fe9e619fa9a3,Bahl-Apte,North,Residential,2022-03-08,48966.39
d658e176-f449-4276-83d6-03b63f193784,Joshi and Sons,East,Commercial,2022-07-01,48794.32
af58e983-7895-456c-bb5b-43cea50fd202,Ramakrishnan Ltd,Central,Residential,2024-01-17,46851.82
e04d51ee-1171-4753-8b71-bc2dbc1e4a80,"Thaker, Bansal and Amble",North,Commercial,2023-09-12,43933.32
ad442612-f44c-41aa-b9dc-408a28f8ebb4,Mitter-Bhatti,West,Commercial,2020-07-03,54719.37
03d91e5d-1997-49aa-9749-808310041c54,Handa-Bhatnagar,North,Commercial,2022-05-09,49573.59
eafeecec-6479-46d1-af89-88e35cedc0d2,Datta-Rattan,West,Industrial,2019-09-01,27829.96
240b713a-9386-424a-b685-a887177e15b1,Borah Group,North,Industrial,2024-04-14,49385.21
0cda3aa5-890f-47a2-ae73-b231e2624274,Kamdar Group,West,Residential,2023-12-08,61570.3
58d8ddc5-8987-4333-ba23-8c8e04f634a0,Maharaj-Purohit,East,Residential,2024-06-06,45664.99
bca87f37-964c-4b0a-8817-0177a4ce6c3b,Chaudry and Sons,West,Residential,2024-07-29,41266.46
6e9056ef-3cd1-4b1a-89ee-88fbae40eb12,Yohannan Inc,South,Residential,2023-10-03,44764.88
a68f4c3d-2951-47e6-905d-a64923bbeb59,Koshy LLC,South,Commercial,2021-10-05,42500.53
e2c04226-418a-42fc-9bd1-73f3c2baefd2,"Dey, Dave and Narasimhan",East,Residential,2020-02-24,62426.37
15fbc71a-6b37-44c2-833e-3ea156404e7f,"Luthra, Gola and Ben",West,Commercial,2020-01-28,48154.51
2a5bc5d8-2457-4c88-abc5-c3cdd9126176,Gour-Kant,Central,Residential,2019-07-06,50185.16
e9a34662-3fe2-4061-9869-aac49ca44c58,Reddy Inc,East,Commercial,2019-07-09,37095.82
fed4cfd1-f082-4e67-b582-02ad2d2fc27f,Chana Inc,North,Residential,2021-07-31,56377.59
97fc634f-a0e5-4a58-9e51-85682f168ad8,Nigam-Krishna,North,Commercial,2024-02-01,66183.77
33f32658-8fd8-4aa5-8050-b77e906d6418,Saxena-Sidhu,South,Residential,2019-08-15,44994.82
08a5f0f9-b124-49ca-96bc-2cb96c0a9a41,"Sabharwal, Batta and Ganguly",Central,Residential,2024-03-13,55811.59
7a690b64-4279-4aa7-bfe3-bdd7a5fe5b95,"Sathe, Dhillon and Chand",Central,Residential,2021-04-21,55378.44
2b3a4ecf-b5ad-4a28-943a-9cd7ab1543af,Krishnan Ltd,East,Residential,2021-01-08,67757.94
abd8879d-62f9-4e67-9601-0d7fdffdadda,Varty-Shere,North,Industrial,2019-01-28,37261.86
569fd87c-2bff-41b2-b0a6-896faf1e3e0e,Chandran PLC,West,Residential,2022-03-18,58095.01
c94d07cb-6265-47ea-93cf-c3fac156e842,Wagle-Anne,East,Residential,2020-06-23,62564.06
f99b2f66-dcb5-4422-bec6-52a920d7e7db,Krishnamurthy and Sons,West,Commercial,2024-08-15,53551.01
56e6f0b8-cfb4-4eb2-b9a6-dc75231bd884,Mody PLC,East,Residential,2021-07-15,48896.75
9f3153df-a74e-4cc4-8f5b-964d30e2b989,Patla LLC,South,Residential,2019-02-15,50177.62
556f892b-395c-482a-b4f2-36edac1f3d93,"Pradhan, Suri and Sawhney",East,Residential,2019-04-14,53188.32
f0b4488a-e706-4a9b-b5bb-8b96da915b30,Suri Group,West,Commercial,2022-03-09,62633.62
67f4b5bc-641f-49e0-9d6d-4ed06930bb90,"Madan, Tank and Gill",East,Commercial,2019-10-06,35974.71
0819f3ac-1cca-4b7c-bd21-d907bef60623,Raju-Gill,South,Industrial,2023-08-14,41738.31
067d68ea-a88a-4de4-8d7c-b9af5dece3f9,Varty LLC,Central,Commercial,2024-03-06,53167.99
915741b1-f96b-4f1d-8e56-edd2b1a1d2aa,Loyal-Trivedi,East,Residential,2020-10-13,50875.98
a5c8835d-1ce2-490d-81b5-0f3ccea04599,Chauhan-Andra,West,Residential,2024-03-31,37473.96
c5b2c816-738f-477e-a0d2-6b2ea3202e95,Anne Ltd,East,Residential,2020-04-21,51134.23
35af393c-c287-4c44-82e9-67c8b6029267,Vohra-Vasa,Central,Commercial,2020-04-20,57485.96
92da41f9-2d23-4d9f-a749-550a338cc0cb,Mutti Inc,East,Residential,2021-01-13,46669.53
5deaf528-ff91-4c6c-81cc-79c3d70eb2ef,Jain Ltd,North,Residential,2024-11-04,53557.73
f95c5312-686a-4548-8dbf-8b875b160450,Varkey LLC,West,Commercial,2022-06-24,41091.23
409af393-6a7e-4a60-a355-a23b1c889a93,Dada Ltd,North,Residential,2020-11-27,36925.22
99afa005-a754-4578-a04c-e4cf60324867,More and Sons,West,Residential,2019-04-15,53420.23
ec43d664-b398-4ddc-a156-fda11a892030,"Shukla, Kar and Sarin",South,Commercial,2022-08-19,39800.59
15d9f677-9834-4d71-b0ea-a7e7793cdb71,Shroff and Sons,West,Industrial,2020-09-28,55454.17
3db92646-7c92-488f-a590-07a1039df6de,"Dave, Chaudry and Keer",North,Residential,2021-03-08,50824.19
439caaaa-59b6-486f-a559-fb29c2732e95,"Dhar, Shankar and Yadav",North,Residential,2020-04-25,44524.0
6d38b9c6-00d5-4d44-84aa-8eb2ab97ad4e,"Seth, Sibal and Dora",East,Residential,2022-10-29,49440.53
7ec316a5-0c69-4242-a36d-4d646687a143,Bhavsar-Chokshi,South,Commercial,2021-01-23,43240.38
9385a47e-e682-4558-9fb0-0f170baa3d6a,Doctor-Dube,West,Commercial,2021-03-23,66456.86
4249dee4-aeaf-4098-9975-1eb7e820ba74,"Prashad, Lad and Sur",Central,Residential,2023-01-17,52932.05
3242ff23-7838-442a-9e6b-de9b9392aeec,"Deep, Wali and Kara",North,Industrial,2021-01-31,64590.46
646d4948-a9af-45b0-b641-6f562ac5ee8d,Thakkar Group,East,Industrial,2024-08-10,63059.99
caa167b2-b2d4-4c59-96b6-47491b86f148,"Sha, Mann and Palan",North,Residential,2020-10-18,50009.88
65f02589-b46d-4140-9749-7ca1ded8aa4b,Nayar Ltd,Central,Commercial,2021-10-28,47972.73
5bfc008d-9aad-42a6-a205-cf1452bd814b,"Singhal, Wason and Kari",West,Residential,2019-06-09,49504.45
7675fbc4-b6b2-4e43-bc02-acbc31ea4d56,Loyal-Dayal,Central,Residential,2021-01-27,36925.17
6f7a860b-748a-4e76-a1c7-6ef855d7f0a2,"Tara, Bala and Varkey",West,Residential,2022-03-27,60090.73
bc36d14d-053c-4688-aaef-c94794eeb8f9,Mallick-Johal,East,Commercial,2024-10-16,30303.57
1585651d-ffb5-4ba0-955d-ac52172e57c5,"Dutt, Grover and Chada",South,Residential,2024-06-08,40375.47
ca2cc413-e62b-472d-a37d-3e0b3c1379e0,Tata-Bal,North,Commercial,2020-04-16,44583.68
6955ad44-fafc-4be2-9f77-9b8cab23b743,"Loyal, Ramakrishnan and Wagle",Central,Commercial,2020-03-30,41159.27
ec8f8d70-5540-4255-ad79-c27b645cd097,Bala LLC,East,Residential,2019-05-09,56926.95
b2ac4131-e487-4e98-aebd-aed5cd4bb5c3,"Sunder, Patel and Raghavan",East,Residential,2019-02-24,44641.65
